startDate	startTime	comments	criticisms	HitCorrect	HitFamiliar	age	gender	education	party	state	endTime	timeSpent	poll1	poll2	poll3	poll4	poll5	poll6	poll7	batch	round
Wed Nov 20 2019 09:44:33 GMT-0800 (Pacific Standard Time)	1574271873833	I believe in climate change. I can see it happening here in Northern California everyday.	No it was fun and interesting	0	1	64	female	graduated_high_school	democrat	CA	1574272516836	10.716716666666667	indeed	very	people	yes	extremely	weekly	moderately	1	1
Wed Nov 20 2019 12:45:36 GMT-0500 (Eastern Standard Time)	1574271936131	None	More training examples would be helpful.	0	1	32	male	graduated_college	democrat	FL	1574273069339	18.8868	indeed	very	people	yes	moderately	weekly	moderately	1	1
Wed Nov 20 2019 10:42:12 GMT-0700 (Mountain Standard Time)	1574271732796	It was very interesting.   I always wish we could get our results where we learn as well.	Thanks.  -  Very well explained.	0	1	62	female	graduated_college	republican	CO	1574273333376	26.67633333333333	not	somewhat	equal	no	somewhat	year	not	1	1
Wed Nov 20 2019 13:23:15 GMT-0500 (Eastern Standard Time)	1574274195820	No comment.	No comment.	0	404	36	female	graduated_college	independent	FL	1574274559204	6.0564	indeed	moderately	natural	yes	somewhat	year	not	1	1
Wed Nov 20 2019 13:34:56 GMT-0500 (Eastern Standard Time)	1574274896742			0	1	30	female	graduated_high_school	democrat	NJ	1574275256418	5.9946	not	not	people	yes	very	month	somewhat	1	1
Wed Nov 20 2019 12:52:47 GMT-0600 (Central Standard Time)	1574275967026	Thanks		0	1	51	female	graduated_high_school	republican	TX	1574276423385	7.605983333333333	not	somewhat	equal	yes	somewhat	year	not	2	1
Wed Nov 20 2019 10:59:03 GMT-0800 (Pacific Standard Time)	1574276343347			0	1	28	male	graduated_college	democrat	WA	1574276759326	6.9329833333333335	indeed	very	people	yes	extremely	many_weekly	very	2	1
Wed Nov 20 2019 12:58:08 GMT-0600 (Central Standard Time)	1574276288298	Fascinating task, somewhat challenging but really engaging. This paid AMAZINGLY well by the way, fantastic hit, I hope you get some great data.	More context of the snippets would really shed light, but I have a feeling that the lack of context is intentional and required for the experiment.	0	1	32	male	graduated_college	democrat	TX	1574276861957	9.560983333333333	indeed	moderately	equal	yes	moderately	many_weekly	not	2	1
Wed Nov 20 2019 14:05:46 GMT-0500 (Eastern Standard Time)	1574276746188	Nothing	Nothing	0	1	29	male	higher_degree	republican	NY	1574277180277	7.234816666666666	indeed	very	natural	yes	moderately	weekly	very	2	1
Wed Nov 20 2019 12:08:26 GMT-0700 (Mountain Standard Time)	1574276906424	I just hope I did a sufficient job. Sometimes I struggled with determining if a statement supported the target statement or if it was neutral. I think it was harder since it was isolated statements without context. I did try my best though!	It was nice having the examples as feedback at the beginning. Even more would have probably helped me get a better feel for what was expected.	0	1	23	female	graduated_college	republican	UT	1574277580325	11.231683333333333	indeed	somewhat	natural	no	somewhat	many_weekly	somewhat	2	1
Wed Nov 20 2019 13:14:19 GMT-0600 (Central Standard Time)	1574277259410	I honestly think I did poorly on this task. I kept confusing neutral and supporting statements.	I could pick out false statements just fine, but I had trouble picking apart supporting statements from neutral. So many of the statements that sound neutral could be placed in the supporting category because people use them to support global warming. This led me to be super confused at points. Providing more examples might help.	404	1	31	female	graduated_high_school	independent	TX	1574277935259	11.26415	indeed	extremely	equal	yes	extremely	month	not	2	1
Wed Nov 20 2019 09:17:24 GMT-1000 (Hawaii-Aleutian Standard Time)	1574277444799	nil	nil	0	1	54	male	higher_degree	republican	HI	1574278194547	12.4958	indeed	very	people	yes	very	weekly	moderately	2	1
Wed Nov 20 2019 11:44:12 GMT-0800 (Pacific Standard Time)	1574279052400	Enjoyable task and fairly paid.	It was all clear to me. Well designed study.	0	0	38	male	graduated_college	independent	CA	1574279951595	14.986583333333336	indeed	very	people	yes	very	weekly	moderately	2	1
Wed Nov 20 2019 14:27:59 GMT-0500 (Eastern Standard Time)	1574278079962	It was slightly confusing to me	no i do not have any ideas	0	1	32	male	abstain	abstain	PA	1574278621263	9.021683333333334	indeed	very	equal	yes	extremely	weekly	very	3	1
Wed Nov 20 2019 11:29:51 GMT-0800 (Pacific Standard Time)	1574278191130			0	1	42	male	higher_degree	democrat	CA	1574278788048	9.948633333333332	indeed	very	people	yes	very	month	moderately	3	1
Wed Nov 20 2019 13:30:11 GMT-0600 (Central Standard Time)	1574278211595			0	1	38	male	higher_degree	democrat	IL	1574278818120	10.10875	indeed	extremely	people	yes	extremely	many_weekly	extremely	3	1
Wed Nov 20 2019 13:27:00 GMT-0600 (Central Standard Time)	1574278020599			0	404	26	male	graduated_high_school	democrat	OK	1574279423017	23.37363333333333	indeed	extremely	people	yes	extremely	month	somewhat	3	1
Wed Nov 20 2019 13:34:52 GMT-0600 (Central Standard Time)	1574278492959			0	1	30	female	graduated_high_school	democrat	IL	1574279560096	17.785616666666666	not	somewhat	natural	no	somewhat	month	somewhat	3	1
Wed Nov 20 2019 13:27:31 GMT-0600 (Central Standard Time)	1574278051943	I found many of the statements somewhat confusing because of the way the statements were stated. I also feel like I needed more practice trials because I ddin't catch on until number 4 through 6. Perhaps 10 trials would be better instead of 6?	I also feel like I needed more practice trials because I ddin't catch on until number 4 through 6. Perhaps 10 trials would be better instead of 6?	0	1	31	male	graduated_high_school	democrat	TX	1574279983044	32.18501666666667	indeed	moderately	people	yes	very	weekly	moderately	3	1
Wed Nov 20 2019 13:54:20 GMT-0600 (Central Standard Time)	1574279660331			0	1	35	female	graduated_college	democrat	MO	1574280007960	5.793816666666666	indeed	moderately	people	yes	very	month	moderately	3	1
Wed Nov 20 2019 14:23:32 GMT-0600 (Central Standard Time)	1574281412369			0	1	24	female	graduated_high_school	independent	AL	1574281836742	7.0728833333333325	indeed	moderately	natural	yes	somewhat	weekly	not	3	1
Wed Nov 20 2019 15:08:01 GMT-0600 (Central Standard Time)	1574284081023			0	1	47	female	graduated_college	democrat	MO	1574284525886	7.414383333333332	indeed	extremely	people	yes	very	weekly	moderately	4	1
Wed Nov 20 2019 15:10:38 GMT-0600 (Central Standard Time)	1574284238546	no comments. good luck on your study!		0	1	36	female	graduated_college	democrat	IL	1574284686942	7.4732666666666665	indeed	moderately	people	yes	very	year	somewhat	4	1
Wed Nov 20 2019 13:17:25 GMT-0800 (Pacific Standard Time)	1574284645500			0	1	23	female	graduated_college	abstain	CA	1574285592292	15.779866666666667	not	somewhat	natural	yes	not	many_weekly	not	4	1
Wed Nov 20 2019 13:29:23 GMT-0800 (Pacific Standard Time)	1574285363612	Nothing	Nothing	0	1	28	male	graduated_college	republican	KY	1574285817365	7.56255	indeed	moderately	natural	yes	very	month	moderately	4	1
Wed Nov 20 2019 16:47:09 GMT-0500 (Eastern Standard Time)	1574286429291	Fun task! Thanks for allowing me to take part!	Very straightforward.	0	1	24	male	graduated_college	democrat	PA	1574286818861	6.4928333333333335	indeed	somewhat	people	yes	not	year	somewhat	4	1
Wed Nov 20 2019 13:47:53 GMT-0800 (Pacific Standard Time)	1574286473753	Thank you		0	1	64	female	graduated_high_school	republican	NV	1574287098790	10.417283333333334	not	not	natural	no	not	weekly	very	4	1
Wed Nov 20 2019 17:11:29 GMT-0500 (Eastern Standard Time)	1574287889145			0	1	36	male	graduated_high_school	independent	OH	1574288194593	5.0908	indeed	extremely	people	yes	very	weekly	moderately	4	1
Wed Nov 20 2019 17:35:33 GMT-0500 (Eastern Standard Time)	1574289333024			0	1	38	female	graduated_high_school	independent	CT	1574289924540	9.8586	indeed	somewhat	equal	no	somewhat	many_weekly	not	4	1
Wed Nov 20 2019 15:23:13 GMT-0600 (Central Standard Time)	1574284993578			0	1	23	male	graduated_high_school	republican	TX	1574285247295	4.2286166666666665	indeed	very	equal	yes	very	month	moderately	5	1
Wed Nov 20 2019 15:25:21 GMT-0600 (Central Standard Time)	1574285121332			0	1	29	female	graduated_college	democrat	TX	1574285533207	6.864583333333332	indeed	very	people	yes	very	month	moderately	5	1
Wed Nov 20 2019 16:20:51 GMT-0500 (Eastern Standard Time)	1574284851407	This was a hard task of interpretive science and hermeneutics.	I wonder how many times I read something with lenses of bias?	0	1	48	male	higher_degree	independent	OH	1574285548641	11.620566666666667	indeed	moderately	people	yes	moderately	month	moderately	5	1
Wed Nov 20 2019 16:20:59 GMT-0500 (Eastern Standard Time)	1574284859387	No problems.	Some of the comments were still a little difficult to rate. For example, some made a statement without a clear opinion, but the statement could be considered against global warming. It's difficult to rank it as Neutral or Disagree in such a case.	0	1	32	male	graduated_college	independent	KY	1574285590737	12.189166666666667	indeed	very	people	yes	somewhat	many_weekly	moderately	5	1
Wed Nov 20 2019 16:25:42 GMT-0500 (Eastern Standard Time)	1574285142718	none	none	0	1	35	female	graduated_college	democrat	TN	1574285785123	10.70675	indeed	very	people	yes	very	weekly	moderately	5	1
Wed Nov 20 2019 15:22:59 GMT-0600 (Central Standard Time)	1574284979934	thought provoking	none	0	1	30	female	graduated_high_school	independent	TX	1574285843910	14.3996	indeed	very	people	yes	extremely	month	very	5	1
Wed Nov 20 2019 15:36:44 GMT-0600 (Central Standard Time)	1574285804774			0	1	35	female	graduated_college	independent	TX	1574286604734	13.332666666666665	not	somewhat	equal	yes	not	many_weekly	somewhat	5	1
Wed Nov 20 2019 15:38:35 GMT-0600 (Central Standard Time)	1574285915544	good job	great survey	0	1	29	male	graduated_college	democrat	TX	1574286750306	13.9127	indeed	somewhat	natural	yes	extremely	many_weekly	extremely	5	1
Wed Nov 20 2019 17:35:15 GMT-0500 (Eastern Standard Time)	1574289315258			0	1	43	female	graduated_college	republican	FL	1574289680400	6.0857	not	not	natural	yes	not	year	not	6	1
Wed Nov 20 2019 17:41:35 GMT-0500 (Eastern Standard Time)	1574289695720	I think sometimes it was hard to tell neutral statements vs. statements in agreement.		0	1	33	male	higher_degree	other	NY	1574290576764	14.684066666666665	indeed	very	people	yes	very	weekly	moderately	6	1
Wed Nov 20 2019 17:03:32 GMT-0600 (Central Standard Time)	1574291012193			0	1	34	male	graduated_high_school	democrat	MN	1574291823188	13.516583333333333	indeed	extremely	people	yes	extremely	month	moderately	6	1
Wed Nov 20 2019 15:16:00 GMT-0800 (Pacific Standard Time)	1574291760232			0	1	45	female	graduated_high_school	democrat	OR	1574292251200	8.1828	indeed	very	people	yes	very	many_weekly	moderately	6	1
Wed Nov 20 2019 17:42:18 GMT-0600 (Central Standard Time)	1574293338668			0	1	33	female	graduated_college	independent	TX	1574293733878	6.586833333333334	indeed	very	equal	yes	very	month	moderately	6	1
Wed Nov 20 2019 18:58:22 GMT-0500 (Eastern Standard Time)	1574294302138		I would have liked to see a couple more examples, although the ones I was shown were very helpful. I found some of the borderline neutral cases quite tricky.	0	0	44	male	higher_degree	democrat	MA	1574295206923	15.07975	indeed	extremely	people	yes	extremely	many_weekly	moderately	6	1
Wed Nov 20 2019 19:18:53 GMT-0500 (Eastern Standard Time)	1574295533922			0	404	30	male	graduated_high_school	democrat	NY	1574295996387	7.70775	indeed	extremely	people	yes	extremely	weekly	moderately	6	1
Wed Nov 20 2019 19:38:16 GMT-0500 (Eastern Standard Time)	1574296696615			0	1	25	male	graduated_college	democrat	MD	1574297081062	6.40745	indeed	extremely	people	yes	very	many_weekly	extremely	6	1
Wed Nov 20 2019 16:50:22 GMT-0600 (Central Standard Time)	1574290222615	Thank you		0	1	26	male	graduated_high_school	independent	IL	1574290896267	11.227533333333335	indeed	very	people	yes	moderately	year	moderately	7	1
Wed Nov 20 2019 17:50:13 GMT-0500 (Eastern Standard Time)	1574290213848			0	1	46	female	graduated_college	democrat	VA	1574290929744	11.9316	indeed	moderately	equal	yes	moderately	month	moderately	7	1
Wed Nov 20 2019 17:52:33 GMT-0500 (Eastern Standard Time)	1574290353343	This was very interesting and even fun! Some of them really had me conflicted about how to answer (I think I was thinking or over-analyzing way too much...)... makes me wish we could see how many we got correct in the end. Thanks! Have a nice day.		0	1	35	male	graduated_high_school	independent	SC	1574291352736	16.65655	indeed	moderately	people	no	somewhat	month	moderately	7	1
Wed Nov 20 2019 17:50:23 GMT-0500 (Eastern Standard Time)	1574290223966			0	1	37	male	graduated_college	abstain	OH	1574291558120	22.2359	indeed	moderately	equal	yes	somewhat	month	somewhat	7	1
Wed Nov 20 2019 15:50:40 GMT-0700 (Mountain Standard Time)	1574290240587	Interesting survey.	It would have been nice to have a back button if I wanted to change an answer on one of them. Some of these were hard to choose if they were for, against or neutral.	0	1	30	female	graduated_college	republican	MT	1574291863870	27.05471666666667	not	not	equal	yes	somewhat	weekly	not	7	1
Wed Nov 20 2019 15:58:43 GMT-0700 (Mountain Standard Time)	1574290723822			0	1	32	male	other	independent	AZ	1574291791202	17.789666666666665	not	somewhat	equal	yes	not	many_weekly	not	7	1
Wed Nov 20 2019 12:54:35 GMT-1000 (Hawaii-Aleutian Standard Time)	1574290475721	It was fun.	It was a good survey.	0	1	29	male	graduated_college	independent	HI	1574292057484	26.36271666666667	indeed	extremely	people	yes	very	many_weekly	very	7	1
Wed Nov 20 2019 17:32:40 GMT-0600 (Central Standard Time)	1574292760194		"Everything seemed fine.

Best of luck with your research!"	0	1	62	female	graduated_high_school	independent	MO	1574293497706	12.291866666666667	indeed	very	people	yes	extremely	many_weekly	moderately	7	1
Wed Nov 20 2019 17:05:28 GMT-0600 (Central Standard Time)	1574291128395	"Many of these had a greater or lesser degree of ambiguity.  Like, ""climate change is a relatively distant threat"" - does that mean they agree it's a serious concern, or neutral?  They might think it's very very serious threat on a 20-50 year time horizon and so we need to act now.  Or they might mean to imply that it's so distant that we shouldn't worry about it yet, which might even shade towards Disagree."	Just as mentioned above.	0	1	36	male	graduated_college	independent	MA	1574291618362	8.166116666666667	indeed	very	people	no	moderately	month	somewhat	8	1
Wed Nov 20 2019 15:08:30 GMT-0800 (Pacific Standard Time)	1574291310812			0	1	58	abstain	higher_degree	independent	WA	1574291653578	5.712766666666668	indeed	extremely	people	yes	extremely	weekly	moderately	8	1
Wed Nov 20 2019 17:05:00 GMT-0600 (Central Standard Time)	1574291100767	thankyou, It was fun to think about whether a phrase is neutral or not	I a bit more detailed instructions on what is considered neutral maybe would help  , I was a bit unsure on a few but maybe that is the point of the survey	0	1	47	male	graduated_college	independent	IL	1574291913090	13.538716666666666	indeed	very	people	yes	very	weekly	not	8	1
Wed Nov 20 2019 18:13:56 GMT-0500 (Eastern Standard Time)	1574291636622			0	1	32	male	graduated_college	democrat	PA	1574292114724	7.968366666666666	indeed	very	people	yes	very	year	moderately	8	1
Wed Nov 20 2019 18:12:32 GMT-0500 (Eastern Standard Time)	1574291552246			0	1	25	male	graduated_college	independent	RI	1574292174156	10.365166666666667	indeed	moderately	people	yes	very	many_weekly	moderately	8	1
Wed Nov 20 2019 17:15:55 GMT-0600 (Central Standard Time)	1574291755572	None	None	0	1	23	male	graduated_high_school	democrat	TX	1574292430563	11.24985	indeed	extremely	people	yes	very	month	moderately	8	1
Wed Nov 20 2019 18:33:08 GMT-0500 (Eastern Standard Time)	1574292788478	none	none	0	1	47	male	graduated_college	democrat	GA	1574293167311	6.313883333333332	indeed	moderately	people	yes	moderately	weekly	very	8	1
Wed Nov 20 2019 18:49:39 GMT-0500 (Eastern Standard Time)	1574293779457			0	1	49	female	graduated_college	democrat	NJ	1574294471481	11.533733333333334	indeed	extremely	people	yes	very	many_weekly	extremely	8	1
Wed Nov 20 2019 17:18:12 GMT-0600 (Central Standard Time)	1574291892450			0	1	38	female	graduated_college	abstain	TX	1574292353241	7.67985	indeed	moderately	people	yes	very	month	somewhat	9	1
Wed Nov 20 2019 18:22:17 GMT-0500 (Eastern Standard Time)	1574292137253			0	1	37	male	higher_degree	democrat	SC	1574292490725	5.8912	indeed	extremely	people	yes	extremely	weekly	very	9	1
Wed Nov 20 2019 18:20:25 GMT-0500 (Eastern Standard Time)	1574292025875			0	0	36	male	graduated_college	independent	FL	1574292498844	7.882816666666668	indeed	extremely	people	yes	extremely	weekly	very	9	1
Wed Nov 20 2019 15:19:25 GMT-0800 (Pacific Standard Time)	1574291965532	There is some room to classify things aligned to supporting or opposing climate change. Some questions seemed harder to classify than others because of that.	The task was clear, aside from the judgement involved that I mentioned above.	0	1	39	female	graduated_high_school	democrat	CA	1574292927771	16.037316666666666	indeed	very	people	yes	moderately	many_weekly	very	9	1
Wed Nov 20 2019 18:29:10 GMT-0500 (Eastern Standard Time)	1574292550378	none	Everything was fine, thanks!	0	1	30	male	graduated_high_school	democrat	MI	1574292978979	7.14335	indeed	extremely	people	yes	moderately	month	somewhat	9	1
Wed Nov 20 2019 18:31:50 GMT-0500 (Eastern Standard Time)	1574292710587			0	1	25	male	graduated_college	independent	GA	1574293158135	7.459133333333333	indeed	extremely	people	yes	extremely	many_weekly	moderately	9	1
Wed Nov 20 2019 18:30:15 GMT-0500 (Eastern Standard Time)	1574292615453	It was interesting subject	none	0	1	48	female	graduated_high_school	democrat	FL	1574293832221	20.279466666666668	indeed	somewhat	equal	no	somewhat	month	not	9	1
Wed Nov 20 2019 16:46:51 GMT-0800 (Pacific Standard Time)	1574297211195			0	1	47	female	higher_degree	democrat	WA	1574297716207	8.416866666666667	indeed	extremely	people	yes	extremely	many_weekly	very	9	1
Sun Dec 08 2019 20:22:19 GMT-0500 (Eastern Standard Time)	1575854539579	good	good	0	0	57	female	graduated_college	republican	AK	1575855058026	8.640783333333333	indeed	very	people	yes	moderately	weekly	very	0	2
Sun Dec 08 2019 20:21:05 GMT-0500 (Eastern Standard Time)	1575854465005	None.	None.	0	1	28	male	graduated_high_school	democrat	MI	1575855135565	11.175999999999998	indeed	extremely	people	yes	extremely	weekly	extremely	0	2
Sun Dec 08 2019 20:24:18 GMT-0500 (Eastern Standard Time)	1575854658529		A few more examples might be helpful.	0	1	32	female	graduated_high_school	independent	PA	1575855175975	8.6241	indeed	moderately	people	yes	moderately	weekly	somewhat	0	2
Sun Dec 08 2019 20:23:12 GMT-0500 (Eastern Standard Time)	1575854592535	I enjoyed it.  The task was challenging.  I wasn't sure on some of them.  Hopefully I did well.   Thank you.	I think the study was done well.  It had examples at the beginning which helped guide the way to do the task.  Good luck with your study.	0	1	55	female	graduated_college	independent	FL	1575855598935	16.773333333333333	indeed	very	both	yes	very	weekly	somewhat	0	2
Sun Dec 08 2019 20:20:49 GMT-0500 (Eastern Standard Time)	1575854449744	Everything was clear and there were no tech issues so far.	I currently do not have any suggestions for improvement as everything went smoothly.	0	1	32	male	graduated_college	democrat	MA	1575855765696	21.932533333333332	indeed	extremely	people	yes	moderately	monthly	moderately	0	2
Sun Dec 08 2019 19:26:48 GMT-0600 (Central Standard Time)	1575854808915	I did my best trying to decide whether or not the text was neutral, for, or against the dangers of climate change. I gave this study my full attention and best answers.	The study was well organized and the directions were clear. Thank you for this opportunity.	0	1	31	female	graduated_college	republican	MS	1575856062972	20.90095	indeed	somewhat	natural	no	somewhat	weekly	not	0	2
Sun Dec 08 2019 19:52:40 GMT-0600 (Central Standard Time)	1575856360205	thank you	not confusing	0	1	50	male	graduated_college	democrat	AL	1575857327260	16.117583333333332	indeed	moderately	both	yes	moderately	many_weekly	somewhat	0	2
Sun Dec 08 2019 20:13:27 GMT-0600 (Central Standard Time)	1575857607596	No comments or questions, everything was clear.	Nothing was confusing, straight-forward task.	0	1	37	male	graduated_college	democrat	MN	1575858261775	10.902983333333333	indeed	very	people	yes	very	many_weekly	very	0	2
Sun Dec 08 2019 17:29:28 GMT-0800 (Pacific Standard Time)	1575854968312			0	1	36	male	graduated_college	independent	CA	1575855607073	10.646016666666666	indeed	extremely	people	yes	very	many_weekly	very	1	2
Sun Dec 08 2019 20:29:16 GMT-0500 (Eastern Standard Time)	1575854956753			0	1	26	male	graduated_college	independent	FL	1575855932257	16.2584	indeed	extremely	people	yes	extremely	monthly	somewhat	1	2
Sun Dec 08 2019 15:40:48 GMT-1000 (Hawaii-Aleutian Standard Time)	1575855648151			0	1	34	female	graduated_college	democrat	HI	1575856147823	8.327866666666667	indeed	very	people	yes	very	monthly	moderately	1	2
Sun Dec 08 2019 19:29:54 GMT-0600 (Central Standard Time)	1575854994202			0	1	31	male	graduated_college	republican	TX	1575856247640	20.890633333333334	indeed	extremely	people	yes	very	weekly	very	1	2
Sun Dec 08 2019 20:48:31 GMT-0500 (Eastern Standard Time)	1575856111842		All good, thanks.	0	1	28	male	graduated_college	republican	PA	1575856498755	6.44855	indeed	very	people	no	somewhat	many_weekly	somewhat	1	2
Sun Dec 08 2019 21:09:50 GMT-0500 (Eastern Standard Time)	1575857390589	i hope everything works out with climate change and people get it together. i try to recycle and do what i can		0	1	38	male	graduated_college	republican	OH	1575858367682	16.284883333333333	not	somewhat	both	no	somewhat	weekly	not	1	2
Sun Dec 08 2019 18:31:46 GMT-0800 (Pacific Standard Time)	1575858706592		I was a little confused on some of the posts as it was hard to tell if they agreed or were just neutral.	0	1	54	female	graduated_college	independent	NV	1575859243899	8.955116666666667	indeed	moderately	both	no	somewhat	many_weekly	somewhat	1	2
Sun Dec 08 2019 19:01:33 GMT-0800 (Pacific Standard Time)	1575860493922			0	1	30	male	graduated_college	republican	WA	1575862586307	34.873083333333334	indeed	moderately	natural	yes	somewhat	weekly	somewhat	1	2
Sun Dec 08 2019 20:07:44 GMT-0500 (Eastern Standard Time)	1575853664382			0	1	29	female	graduated_college	democrat	OH	1575854063709	6.65545	indeed	extremely	people	yes	very	many_weekly	very	2	2
Sun Dec 08 2019 18:06:38 GMT-0700 (Mountain Standard Time)	1575853598030			0	1	28	male	graduated_high_school	democrat	UT	1575854144129	9.10165	indeed	very	people	yes	extremely	weekly	very	2	2
Sun Dec 08 2019 18:04:23 GMT-0700 (Mountain Standard Time)	1575853463397	I thought this task was really interesting and I enjoyed seeing the various viewpoints on global warming (which is something I believe is very serious and more serious than a lot of people think).	Nothing was confusing	0	1	28	female	higher_degree	democrat	CO	1575854284959	13.6927	indeed	very	people	yes	extremely	year	somewhat	2	2
Sun Dec 08 2019 17:09:29 GMT-0800 (Pacific Standard Time)	1575853769292			0	1	56	male	graduated_high_school	independent	WA	1575854300694	8.8567	indeed	moderately	people	yes	somewhat	monthly	somewhat	2	2
Sun Dec 08 2019 19:05:38 GMT-0600 (Central Standard Time)	1575853538702	I may have over thought some of these. If you need me to redo it I will gladly do so. Thanks.	Some examples in the beginning would be nice.	0	1	46	female	graduated_college	independent	TX	1575854321030	13.0388	indeed	very	natural	no	not	many_weekly	not	2	2
Sun Dec 08 2019 18:05:03 GMT-0700 (Mountain Standard Time)	1575853503578			0	404	30	male	graduated_high_school	democrat	CO	1575854382301	14.645383333333333	indeed	extremely	people	yes	extremely	many_weekly	very	2	2
Sun Dec 08 2019 20:26:16 GMT-0500 (Eastern Standard Time)	1575854776991			0	1	39	female	graduated_college	independent	NY	1575855225340	7.472483333333333	indeed	very	people	yes	very	weekly	moderately	2	2
Sun Dec 08 2019 20:28:21 GMT-0500 (Eastern Standard Time)	1575854901073			0	1	41	male	graduated_college	other	OH	1575855476961	9.598133333333333	indeed	very	people	yes	very	many_weekly	moderately	2	2
Sun Dec 08 2019 14:19:22 GMT-0500 (Eastern Standard Time)	1575832762210			0	1	33	male	graduated_college	republican	FL	1575833253358	8.1858	indeed	very	both	yes	very	many_weekly	moderately	3	2
Sun Dec 08 2019 13:19:34 GMT-0600 (Central Standard Time)	1575832774965			0	1	26	male	higher_degree	independent	IA	1575833346821	9.530933333333332	indeed	very	people	no	very	monthly	moderately	3	2
Sun Dec 08 2019 14:19:02 GMT-0500 (Eastern Standard Time)	1575832742222	A very interesting study. I'm sure there could be many interpretations of those statements.	The instructions and practice were pretty straightforward.	0	1	34	male	graduated_college	republican	KY	1575833360435	10.30355	not	moderately	natural	yes	somewhat	weekly	not	3	2
Sun Dec 08 2019 13:19:31 GMT-0600 (Central Standard Time)	1575832771194		Maybe better examples and better trials.	0	1	40	male	graduated_college	independent	IL	1575833634111	14.38195	indeed	moderately	natural	yes	moderately	year	somewhat	3	2
Sun Dec 08 2019 14:34:15 GMT-0500 (Eastern Standard Time)	1575833655698			0	1	23	female	graduated_high_school	democrat	FL	1575834294704	10.6501	indeed	extremely	people	yes	very	many_weekly	extremely	3	2
Sun Dec 08 2019 10:01:17 GMT-1000 (Hawaii-Aleutian Standard Time)	1575835277277	Thank you for letting me be a part of your research!		0	1	36	male	higher_degree	democrat	HI	1575835885258	10.133016666666666	indeed	moderately	people	yes	moderately	weekly	somewhat	3	2
Sun Dec 08 2019 14:47:51 GMT-0500 (Eastern Standard Time)	1575834471975			0	1	33	female	graduated_college	democrat	VA	1575836497642	33.761116666666666	indeed	moderately	people	yes	very	monthly	moderately	3	2
Sun Dec 08 2019 15:15:35 GMT-0500 (Eastern Standard Time)	1575836135301			0	1	29	male	graduated_college	democrat	NY	1575836795805	11.0084	indeed	moderately	people	yes	moderately	year	somewhat	3	2
Sun Dec 08 2019 12:33:27 GMT-0600 (Central Standard Time)	1575830007148	cool beans		0	1	40	male	graduated_college	republican	TX	1575830461073	7.565416666666668	not	somewhat	natural	no	not	many_weekly	not	4	2
