105963,"""There are still huge areas in the Barents Sea and Kara Sea to the east of Svalbard that are free of ice,"" he said.",There are still huge areas in the Barents Sea and Kara Sea to the east of   Svalbard   that are free of ice,2
201890,"It was all treated as, you know, you’re too many, you’re unwanted, we really didn’t invite you, this is our party.","It was all treated as , you know , you ’re too many , you ’re unwanted",3
256735,"The authors, a mix of academic researchers and scientists for environmental groups, recommended that a moratorium on new oil exploration or development projects within the park, which sits atop substantial reserves.","that a moratorium on new oil exploration or development projects within the park , which sits atop substantial reserves",2
130402,I believe that negotiators now have the clearest signal ever from world leaders to craft a solid set of proposals to implement rapid action.,that negotiators now have the clearest signal ever from world leaders to craft a solid set of proposals to implement rapid action,0
187652,“I believe the evidence shows there has to be more going into the ocean.,there has to be more going into the ocean,1
243189,"And we're going to continue doing that,"" Brown said.",And we 're going to continue doing that,3
80313,"The Food and Drug Administration says genetically modified organisms, or GMOs, are safe and little scientific concern exists about the safety of those on the market.",safe and little scientific concern exists about the safety of those on the market .,3
23492,"She was very uncomfortable with him being there, and I went up to him and said, “Look, she feels really uncomfortable, could you leave?” He said no.","Look , she feels really uncomfortable , could you leave",3
244543,"“I was getting stopped by people all the time, saying ‘What is it?’ ” he says.","I was getting stopped by people all the time , saying ‘ What is it ? ’",3
15995,"Jerry Brown is to sign a “landmark climate change agreement” in Sacramento Tuesday, his office announced Monday.",Jerry Brown is to sign a “ landmark climate change agreement ” in Sacramento Tuesday,0
263855,The key to organic no-till is that it relies instead on a third method of weed control: cover crops.,that it relies instead on a third method of weed control :,3
261895,"The typhoon that struck the Philippines produced an outpouring of emotion on Monday at United Nations talks on a global climate treaty in Warsaw, where delegates were quick to suggest that a warming planet had turned the storm into a lethal monster.",that a warming planet had turned the storm into a lethal monster,0
30530,"“That language and context of risk can get the [climate debate] out of ‘it’s going to blow up the world’ or ‘it’s not a problem at all’ and into the real area of gray where we all make decisions in our daily lives,” says Leiserowitz.",That language and context of risk can get the [ climate debate ] out of ‘ it ’s going to blow up the world ’ or ‘ it ’s not a problem at all ’ and into the real area of gray where we all make decisions in our daily lives,2
139091,"China has been saying that these negotiations were a success, actually, that the leaders have been stating that in the news.","that these negotiations were a success , actually , that the leaders have been stating that in the news",3
137640,"Related: In Alaska, Obama to ask for action against climate change in state dependent on oil “I would say its rare event,” Overland said, adding that “in a lot of these extreme events that we see recently, there tends to be more than one factor contributing so they make it worse than if it was just one factor.” “We tend to see more extreme events in the Arctic,” he said.",it worse than if it was just one factor,3
4045,Now it appears that this chilling effect isn't just for global warming.,that this chilling effect is n't just for global warming,0
163211,"I mean, from what I see all over the world and with people coming to me, scientists come and speak their mind to me, they come and speak their mind to you.","I mean , from what I see all over the world and with people coming to me , scientists come and speak their mind to me",3
145294,"He asked the two agencies to take a close look “to ensure that our nation’s security is not placed at risk.”   WHEN LOBBYISTS HELP WRITE BILLS  |  In a push to soften financial regulations, bank lobbyists are helping lawmakers draft legislation, Eric Lipton and Ben Protess report in DealBook.","In a push to soften financial regulations , bank lobbyists are helping lawmakers draft legislation",3
51599,"""Most other ways of estimating past climate, like tree-ring data, only tell us about summers, when plants are growing,"" Oxford University researcher Vasile Ersek said in a statement.","Most other ways of estimating past climate , like tree - ring data , only tell us about summers , when plants are growing ,",2
216575,"And the fact is, is that this bill punts all of those tough decisions to a future Congress, because by giving away 85 percent of the pollution credits for free to big corporations, this Congress is saying, “We are going to have a future Congress and future political leaders make those tough decisions,” and it assumes that in twenty years, when these free credits expire, that the industry is simply going to roll over and say, “Now we’re going to pay for all of our credits.”  AMY GOODMAN: Dan Lashof of NRDC?","that in twenty years , when these free credits expire , that the industry is simply going to roll over and say , “ Now we ’re going to pay for all of our credits",3
273743,PRIME MINISTER GORDON BROWN: And let me just say how important I believe your discussions today are.,how important I believe your discussions today are,3
53117,Maybe the city can give the homeless jobs and badges and let them do the inspections.,them do the inspections,3
22905,"But as then-interim city manager Jim Briggs, the engineer of the switch, told The Guardian in 2015, “We didn’t do this to save the world – we did this to get a competitive rate and reduce the risk for our consumers.” Some fear the fluctuations in the price of oil more than they do the variability of the wind and sun, but it seems that political leanings in the largely conservative town don’t enter the equation.",that political leanings in the largely conservative town do n’t enter the equation,3
156318,The United Nations Intergovernmental Panel on Climate Change's Fifth Assessment Report confirmed once again that human-caused global warming is proceeding rapidly.,that human - caused global warming is proceeding rapidly,0
18195,"For years, it has become increasingly clear that much is amiss with his energy policy.",that much is amiss with his energy policy,2
142677,"To make California wetter -- so crops will grow, so lawns will be green, so people will have plenty to drink -- billions of dollars have been invested in dams, reservoirs and irrigation canals.","billions of dollars have been invested in dams , reservoirs and irrigation canals",3
76161,"Environmentalists have long claimed the fracking process causes dangerous chemicals and other damage to natural water sources, and in some areas, as a result, environmentalists have been successful in convincing lawmakers to pass bans.","the fracking process causes dangerous chemicals and other damage to natural water sources , and in some areas , as a result , environmentalists have been successful in convincing lawmakers to pass bans",0
262809,"The math shows that even with the agreement, the globe is still rushing toward another 2-degree temperature rise - a level that world leaders have pledged to avoid as too dangerous.","that even with the agreement , the globe is still rushing toward another 2-degree temperature rise - a level that world leaders have pledged to avoid as too dangerous",0
224466,"""We've always had a very keen interest in our environmental footprint,"" said Doug Muhleman, group vice president of brewing operations and technology at Anheuser-Busch's U.S. beer subsidiary.",We 've always had a very keen interest in our environmental footprint,0
63275,"“If you’re getting dialup access information to the RTUs through the phone lines, that’s the one that’s pretty scary, very serious.” Natural gas pipelines are crucial to national security, says John Bumgarner, research director for the US Cyber Consequences Unit, a nonprofit group that studies cyberattacks.",Natural gas pipelines are crucial to national security,1
238845,"“We worked ridiculous hours,” says Derr, who was working overtime until a week before his job disappeared.",We worked ridiculous hours,3
28440,"""You'd think, 'OK, we've had increasing greenhouse gases for quite awhile, and we should be able to have observations to show us how the tropical Pacific is responding,' "" Dr. Meehl says.","OK , we 've had increasing greenhouse gases for quite awhile , and we should be able to have observations to show us how the tropical Pacific is responding , '",0
51246,"In that light, he writes, ""It's easy to see the motivation to rubber stamp some seemingly small engineering decisions, slowly degrading safety limitations, comfortable in the fact that success last time proved that a certain amount of redundancy is not always necessary.","It 's easy to see the motivation to rubber stamp some seemingly small engineering decisions , slowly degrading safety limitations , comfortable in the fact that success last time proved that a certain amount of redundancy is not always necessary",2
7686,"""Sure, we're worried, but we're hoping for the best,"" he said.","Sure , we 're worried , but we 're hoping for the best",3
176907,"I recognize why many climate scientists, as well as biologists who have spent decades along Alaskan, Canadian or other Arctic shores studying this amazing predators, anesthetizing the mothers and cradling the cubs, are sufficiently impassioned about impending losses to join with the legal push to cut emissions.","why many climate scientists , as well as biologists who have spent decades along Alaskan , Canadian or other Arctic shores studying this amazing predators , anesthetizing the mothers and cradling the cubs , are sufficiently impassioned about impending losses to join with the legal push to cut emissions",0
14003,"“What we’ve set up is an indefinitely scalable program,” says DeVries.",What we ’ve set up is an indefinitely scalable program,3
124365,"It’s wrong to suggest that this adventure will show that there’s less ice,” he explained – or rather tried to explain.",that this adventure will show that there ’s less ice,0
155734,"Instead of pushing for strict international agreements to curb emissions, for example, the president argued that such decisions should be left to individual nations.",that such decisions should be left to individual nations,1
128463,"And if they did, would we really want businesses to have to comply with 30 or 40 different regulatory schemes?",businesses to have to comply with 30 or 40 different regulatory schemes,2
140376,"“I thought it was best to write about my own raw terror,” says activist Naomi Klein, in a moving interview in today’s Guardian.",I thought it was best to write about my own raw terror,3
106517,"""Unless we change course,"" Clinton said, ""most scientists believe the seas will rise so high they will swallow whole islands and coastal areas.",they will swallow whole islands and coastal areas,0
123295,"“I’m Melting” it will say, in letters three-stories high.",in letters three - stories high,3
224795,"For example, last year, when we had the Napa fires, they were actually out for three days straight, because the resources within the state were so tapped that it took that long just to get them relieved and off the lines.",that it took that long just to get them relieved and off the lines,3
16312,He insists that the right to protect sources already exists in law.,that the right to protect sources already exists in law,3
16283,"But aggressive efforts to tackle climate change have repeatedly collided with political reality in Washington, where some Republicans question the underlying science of global warming and lawmakers' ties to the fossil fuel industry have made them resistant to change.",them resistant to change,3
261195,Court: using devices without warrant is questionable because it enables police to see what they couldn't see with the naked eye.,what they could n't see with the naked eye,3
73284,The airline has said it will ask Boeing for compensation.,it will ask   Boeing   for compensation,3
217674,"If the thickening is not merely part of some short-term fluctuation, it represents a reversal of the long retreat of the ice, say researchers Ian Joughin, of the California Institute of Technology, and Slawek Tulaczyk, of the University of California, Santa Cruz.","If the thickening is not merely part of some short - term fluctuation , it represents a reversal of the long retreat of the ice",0
174483,"“We wanted to find a way to treat this waste that, when dumped in landfills, can produce methane – a powerful greenhouse gas – and when dumped in water bodies, can create major water treatment problems,” said Professor Gadhamshetty Venkataramana, who is the team leader of the project, according to the Independent.","that , when dumped in landfills , can produce methane – a powerful greenhouse gas – and when dumped in water bodies , can create major water treatment problems",0
54806,He has dubbed greens “eco-nazis” and in another article he ended a long list of people and groups supporting action on climate change by writing: “Truly there just aren’t enough bullets!” [I would like to make it clear if I haven’t already that I apologise profusely to any paedophiles who may have been offended at being linked to the wind turbine industry] This is because in the eyes of the climate alarmist establishment I am one of the most dangerous people on earth.,it clear,3
205708,"As a result, Caroline and other towns are continuing to develop local anti-fracking measures, since they know that the 2010 ban on the process will end whenever Governor Cuomo okays rules currently being written by the Department of Environmental Conservation (DEC).",that the 2010 ban on the process will end whenever Governor Cuomo okays rules currently being written by the Department of Environmental Conservation ( DEC ),2
18327,Those think tanks argued that keeping track of emission reductions would make it easier for a future administration to introduce a real global warming policy: companies that had accumulated credits might favor measures that gave those credits some value.,that keeping track of emission reductions would make it easier for a future administration to introduce a real global warming policy : companies that had accumulated credits might favor measures that gave those credits some value,0
49103,"The Swede viewed the prospect without alarm: an increase in temperature would ""allow our descendants, even if they only be those of a distant future, to live under a warmer sky and in a less harsh environment than we were granted.""",The Swede viewed the prospect without alarm,3
4305,"""I know what presidential candidates are supposed to do; they roll in here every four years and they promise you this, they promise you that.",what presidential candidates are supposed to do,3
38303,"“Good governance, less corruption, and general rule of law in the forest sector really helps to ensure everything produced is both sustainable and legal according to the country’s legal framework,” says Naomi Basik Treanor, manager of the forest law and governance program at Forest Trends, a nonprofit that works to conserve forests and other natural ecosystems.","“ Good governance , less corruption , and general rule of law in the forest sector really helps to ensure everything produced is both sustainable and legal according to the country ’s legal framework",0
198743,"Last week, Moll introduced another visualization, called ""DEFOOOOOOOOOOOOOOOOOOOOOREST,"" showing that every second spent on Google releases the carbon dioxide required for 23 trees to breathe.",releases the carbon dioxide required for 23 trees to breathe,0
18979,"One of the Chinese officials said that the United States should pledge to reduce its emissions by 40 percent by 2020, which is obviously much higher than what Obama has pledged himself to.","that the United States should pledge to reduce its emissions by 40 percent by 2020 , which is obviously much higher than what Obama has pledged himself to",0
272201,"Exxon Mobil, which posted a record $25.33 billion in operating profit last year and recently eclipsed General Electric Co. as the largest U.S. corporation by stock-market value, also said it was in good position to make ""substantial investments to develop new energy supplies.""","it was in good position to make "" substantial investments to develop new energy supplies",2
97038,"We found that the term global warming is associated with greater public understanding, emotional engagement, and support for personal and national action than the term climate change.","that the term global warming is associated with greater public understanding , emotional engagement , and support for personal and national action than the term climate change",0
131088,"Under the way REDD works supported by these lobbying organizations, what happens is they can go anywhere in the world, and they can put what they call a cut anywhere and count it as part of America’s domestic cuts.","they can go anywhere in the world , and they can put what they call a cut anywhere and count it as part of America ’s domestic cuts",3
68933,"And my understanding is, actually, from quite a lot of the—some of the polling data from the U.S., is that it hasn’t really changed the public’s view toward science.",that it has n’t really changed the public ’s view toward science,0
281050,"And that’s why helping farmers feed their own people, or nations educate their children and care for the sick, is not mere charity.","why helping farmers feed their own people , or nations educate their children and care for the sick",3
252759,"And if they continue to sputter, I ask them, ‘Could you think of any information that will prove you wrong in your belief that the globe is warming?’” “Fortunately, these conversations are pretty short,” said Armstrong.",you wrong in your belief that the globe is warming,1
127088,"In fact, the curve of average global warming over the past century looks suspiciously like that of a positive feedback system which leads to exponential increases with time: the upward slope is getting steeper.","In fact , the curve of average global warming over the past century looks suspiciously like that of a positive feedback system which leads to exponential increases with time",0
38035,"A definitive test does not exist for ADHD—the diagnosis is based on observing symptoms and excluding other possible causes—and it’s often pointed out that its symptoms (hyperactivity, impulsivity, and difficulty concentrating) have always been characteristic of children, especially boys, who are more than twice as likely to be diagnosed as girls.",A definitive test does not exist for ADHD —,3
48542,"So I think, you know, the President’s argument sounds superficially persuasive, but they’ve been saying this for very long time, that we can’t act until poor countries act.",that we ca n’t act until poor countries act,1
14671,"Not only does rapid development put more people in the path of flooding, but urban sprawl means more land gets covered by concrete, which leads to more runoff during storms, higher peak river discharges, and worse flooding overall.","more land gets covered by concrete , which leads to more runoff during storms , higher peak river discharges , and worse flooding overall",2
15561,"Sanjayan said he and the filmmakers tried to mesh the practical need to draw an audience (cuddly pandas, sharks giving birth), the grim realities in global trends pointing to big losses of species and the excitement he feels in studying conservation models that can stem the tide.","he and the filmmakers tried to mesh the practical need to draw an audience ( cuddly pandas , sharks giving birth ) , the grim realities in global trends pointing to big losses of species and the excitement he feels in studying conservation models that can stem the tide",2
49537,"It may seem like these situations are inevitable or happenstance, that there’s nothing people or the federal government could do to mitigate disaster-related conditions that threaten the health of so many Americans.",nothing people or the federal government could do to mitigate disaster - related conditions that threaten the health of so many Americans,2
198060,Women and children spend hours collecting firewood; the people suffer respiratory diseases from the wood smoke; they spend what little money they can spare on kerosene.,what little money they can spare on kerosene,3
171766,"“You think, ‘Thirty more years I won’t be living here anyhow, I’ll be in a nursing home,'” West says.","Thirty more years I wo n’t be living here anyhow , I ’ll be in a nursing home",3
111001,"Obama has previously admitted that it was “frustrating” that he could not get his biggest goal of 2013, which was amnesty.","that he could not get his biggest goal of 2013 , which was amnesty",3
255172,"And that’s — you know, that level of scientific application is still — I mean, I think most people agree that the modeling is — again, it’s hard work.",that level of scientific application is still —,3
194567,"""The handlers come here thinking an animal is an animal, that as long as you feed them, they're fine,"" Singleton says.","The handlers come here thinking an animal is an animal , that as long as you feed them , they 're fine",3
184647,"Yet, somehow, we’ve seen that by middle school they start losing interest.",that by middle school they start losing interest,3
169434,"But overall, we are seeing, as I said, there’s been a 0.7 degree increase over the last century, and that’s a real increase.","as I said , there ’s been a 0.7 degree increase over the last century , and that ’s a real increase",0
24641,"Georgia Power's parent, Atlanta-based Southern Co., has warned that EPA regulations to curb mercury and other pollutants will force its utilities to close coal-fired plants, driving up customer bills and putting the grid's reliability at risk.","that EPA regulations to curb mercury and other pollutants will force its utilities to close coal - fired plants , driving up customer bills and putting the grid 's reliability at risk",2
120260,"Scientists predict that if the greenhouse gases continue to be poured into the atmosphere at current rates, earth temperatures will warm 3 to 8 degrees Fahrenheit by the end of the next century, with possibly catastrophic effects.","that if the greenhouse gases continue to be poured into the atmosphere at current rates , earth temperatures will warm 3 to 8 degrees Fahrenheit by the end of the next century , with possibly catastrophic effects",0
237769,"On the other hand,” he said, “I think that when you’ve got corporate leaders like Jeff Immelt, legislators from coal regions like Rick Boucher and Al Gore, all agreeing that this is worth doing, that’s a pretty good coalition to work with.” Jeffrey Immelt, the CEO of General Electric.",that ’s a pretty good coalition to work with,3
260810,"The effects of climate change on the Antarctic are much less clear than they are for the Arctic, but close satellite monitoring is helping scientists get a better handle on how changes are occurring.",scientists get a better handle on how changes are occurring,2
150903,"“I said, ‘we thought you had a great car and we were upset that you killed it.",we thought you had a great car,3
54952,Among the new safety measures: • Operators must have their blowout preventer inspected and its design reviewed by an independent third party.,their blowout preventer inspected and its design reviewed by an independent third party,3
229474,"“One of the effects of climate change is we are seeing more extremes: more substantial droughts, followed by substantial floods,” says Mr. Osann.","we are seeing more extremes : more substantial droughts , followed by substantial floods",0
257874,"In addition, we want him to provide funding to hire and train the formerly incarcerated people and people who have been unjustly arrested for the stop-and-frisk, and we want unions to create these jobs, because we know that unions create jobs.",him to provide funding to hire and train the formerly incarcerated people and people who have been unjustly arrested for the stop - and - frisk,3
30321,They will also examine how nutrient cycles affect global climate change and assess the near-term risks of the rapid melting of the Antarctic ice sheet.,how nutrient cycles affect global climate change and assess the near - term risks of the rapid melting of the Antarctic ice sheet,0
31626,"“You know about five years ago the environmental groups were supportive of natural gas technology as a cleaner alternative,” Rep. Nesbitt said.",about five years ago the environmental groups were supportive of natural gas technology as a cleaner alternative,2
9934,"Yosemite National Park said on its website that Horsetail Fall located on the eastern edge of El Capitan is dry as of Feb. 6, and there is no precipitation in the forecast.",that Horsetail Fall located on the eastern edge of El Capitan,3
281050,"And that’s why helping farmers feed their own people, or nations educate their children and care for the sick, is not mere charity.","And that ’s why helping farmers feed their own people , or nations educate their children and care for the sick",3
118997,"var inline_cta_text_305300 = ''; 			var inline_cta_button_text_305300 = ''; 			var inline_cta_url_305300 = ''; 			var inline_cta_bg_color_305300 = ''; 			var inline_cta_font_color_305300 = ''; 			var cta_1_check_305300 = false;  			var is_user_logged_in = getCookie('SESSname');				 				if( is_user_logged_in != null ){ 					 											 						inline_cta_text_305300 = '<h4><strong>Support Progressive Journalism</strong></h4><p>If you like this article, please give today to help fund <em>The Nation</em>’s work.</p>'; 													inline_cta_font_color_305300 = '#000000'; 													 						inline_cta_button_text_305300 = '<a href=""javascript:void(0)""><input type=""button"" class=""btn btn_ffcf0d"" name=""submit_sailthru"" value=""Donate""></a>'; 												 						inline_cta_url_305300 = 'https://www.thenation.com/donate-website/?sourceid=1020084 '; 												 						inline_cta_bg_color_305300 = '#ffcf0d'; 											 				}else{ 					 											 						inline_cta_text_305300 = '<h4><strong>Support Progressive Journalism</strong></h4><p>If you like this article, please give today to help fund <em>The Nation</em>’s work.</p>'; 													inline_cta_font_color_305300 = '#000000'; 													 						inline_cta_button_text_305300 = '<a href=""javascript:void(0)""><input type=""button"" class=""btn"" name=""submit_sailthru"" value=""Donate""></a>'; 												 						inline_cta_url_305300 = 'https://www.thenation.com/donate-website/?sourceid=1020084 '; 												 						inline_cta_bg_color_305300 = '#ffcf0d'; 										} 				 							 			if( inline_cta_text_305300 !='' ){ 				jQuery(""#inline_cta_305300"").html(inline_cta_text_305300); 				cta_1_check_305300 = true; 			} 			 			if( inline_cta_button_text_305300 !='' ){ 				jQuery(""#inline_cta_btn_305300"").html(inline_cta_button_text_305300); 				cta_1_check_305300 = true; 			} 			 			if( inline_cta_url_305300 !='' ){ 				jQuery(""#inline_cta_btn_305300 a"").attr(""href"",inline_cta_url_305300); 				cta_1_check_305300 = true; 			} 			 			if( inline_cta_bg_color_305300 !='' ){ 				jQuery(""#inline_cta_btn_305300 a input"").css(""background"",inline_cta_bg_color_305300); 				cta_1_check_305300 = true; 			} 			 			if( inline_cta_font_color_305300 !='' ){ 				jQuery(""#inline_cta_btn_305300 a input"").css(""color"",inline_cta_font_color_305300); 				cta_1_check_305300 = true; 			}  			if( cta_1_check_305300 ){ 				jQuery(""#inline_cta_1_module_305300"").addClass(""tn-inline-cta-module""); 			}	 			 		 Trump’s deeds—such as pulling the United States out of the global coalition that had been developed to curb the emissions that contribute to the crisis, encouraging expanded fossil-fuel production, and appointing burn-the-planet fanatics to key posts—mark him a bad actor.","a input"").css(""color"",inline_cta_font_color_305300 ) ; 				 cta_1_check_305300 = true",3
178589,"Environmentalists, however, say cracking down on plastic bags will be a clear win for ecosystems in southern California.",cracking down on plastic bags will be a clear win for ecosystems in southern California,0
126092,"“He’s seriously confused,” said Oliver Phillips, a professor of geography at the University of Leeds in Britain and an expert on terrestrial carbon storage.",He ’s seriously confused,3
21614,"The former cadets initially appealed their expulsions to a U.S. District judge in Roanoke, Va., but he told them he was reluctant to rule on the case until they had exhausted appeals with the school.",he was reluctant to rule on the case until they had exhausted appeals with the school,3
132902,"""We think this is alarming,"" says Ellen Mosley-Thompson of Ohio State University, the co-author of a study appearing today in the journal Science.",We think this is alarming,3
53964,"I last saw Mr. Carlisle at the recent international global warming meeting in Buenos Aires handing out propaganda that, like his letter, disputes the international consensus that air pollution is causing global warming.","that , like his letter , disputes the international consensus that air pollution is causing global warming",1
78699,"... I thought to myself, 'They think this is stressful?'",this is stressful,3
81266,"Negotiators will have to identify key details such as long-term financing and specific emissions reductions before ""countries will be willing to say, 'Okay, let's turn this into a treaty,' '' said Yvo de Boer, executive secretary for the U.N. Framework Convention on Climate Change.","Negotiators will have to identify key details such as long - term financing and specific emissions reductions before "" countries will be willing to say , ' Okay , let 's turn this into a treaty ,",2
86407,"That's not the fundamental question,"" Rubio said when asked at a BuzzFeed event if global warming is a threat to Florida.",That 's not the fundamental question,3
119605,"So, the first question is what does the Bank of England know that the International Energy Agency doesn’t know about the energy sector?",what does the Bank of England know that the International Energy Agency does n’t know about the energy sector,2
191633,"Credit: Gianluca Piovesan  Perched high on a cliff in southern Italy, a bone-white pine tree has watched the Renaissance come and go, seen dozens of wars rage and resolve, and stood by as thousands of less-persistent organisms lived and died on the rocky slopes below.","the Renaissance come and go , seen dozens of wars rage and resolve , and stood by as thousands of less - persistent organisms lived and died on the rocky slopes below",3
202585,"Mr. Bush would be ridiculed,  but  in essence, that's the plan he announced for climate change on Wednesday.","Mr. Bush would be ridiculed ,   but   in essence",3
124107,"Prime Minister Wen Jiabao of China, speaking with Mr. Fukuda at his side on Friday, said relations had entered a ''spring season.''",relations had entered a ' ' spring season,3
133170,"“I think we will feel the effects of climate change quickly – in years or decades – because changes in the Arctic sea ice bring changes in the circulation of the atmosphere and the oceans,” says Elias.",I think we will feel the effects of climate change quickly – in years or decades – because changes in the Arctic sea ice bring changes in the circulation of the atmosphere and the oceans,0
58431,"Until now, Bush administration officials have insisted there was too much uncertainty in climate change research to accurately assess blame.",there was too much uncertainty in climate change research to accurately assess blame,1
211831,It found that five had been washed away completely and six more had been severely eroded.,that five had been washed away completely and six more had been severely eroded,3
103103,"“I don’t know if it was because they were hunted so much, but they just don’t trust people and don’t want to let you close to them.” A quick cut here, pulling on a line there, and eventually the team is able to get the whale free.",you close to them,3
27139,"Scientists learned the effects of nuclear bombs on the atmosphere, for example, only when they observed actual test explosions, he points out.","Scientists learned the effects of nuclear bombs on the atmosphere , for example , only when they observed actual test explosions",3
216575,"And the fact is, is that this bill punts all of those tough decisions to a future Congress, because by giving away 85 percent of the pollution credits for free to big corporations, this Congress is saying, “We are going to have a future Congress and future political leaders make those tough decisions,” and it assumes that in twenty years, when these free credits expire, that the industry is simply going to roll over and say, “Now we’re going to pay for all of our credits.”  AMY GOODMAN: Dan Lashof of NRDC?","that this bill punts all of those tough decisions to a future Congress , because by giving away 85 percent of the pollution credits for free to big corporations , this Congress is saying , “ We are going to have a future Congress and future political leaders make those tough decisions , ” and it assumes that in twenty years , when these free credits expire , that the industry is simply going to roll over and say , “ Now we ’re going to pay for all of our credits",0
16009,"The government should permit the private sector to export as much as it wants (I am on record as saying that there is no good reason for permits to be needed at all), and then let the market decide if that's a good idea.",that there is no good reason for permits to be needed at all,3
254835,"A majority of conservative midterm voters, 51 percent, said immigration was their top issue for the upcoming elections, as well as 46 percent of Republicans.","immigration was their top issue for the upcoming elections , as well as 46 percent of Republicans",3
143203,"""The nature of these e-mail threats has been of more concern,"" Santer said.",The nature of these e - mail threats has been of more concern,3
153793,"IN PICTURES: The Gulf oil spill's impact on nature These documents suggest that BP, with the Coast Guard's essentially rubber-stamp approval, continued routine use of Corexit on the surface of the Gulf despite a May 25 directive by the Environmental Protection Agency that BP scale back these activities to “rare cases.” The directive aimed to scale back BP’s use of Corexit because dispersants themselves are toxic, and while most scientists believe using them is better than doing nothing, Congressman Markey – along with many researchers – had become concerned by the fact that oil dispersants had never been used on such a scale before.","that BP , with the Coast Guard 's essentially rubber - stamp approval , continued routine use of Corexit on the surface of the Gulf despite a May 25 directive by the Environmental Protection Agency that BP scale back these activities to “ rare cases",0
154895,"Miller told Business Insider, ""I have no doubt that these results will be misconstrued and misinterpreted.""",I have no doubt that these results will be misconstrued and misinterpreted,3
279694,That's what a United Nations report released last week forecasts.,what a United Nations report released last week forecasts,2
187612,"""Now, we and the Earth's climate are locked in a relationship familiar to war planners: 'Mutually assured destruction.'","Now , we and the Earth 's climate are locked in a relationship familiar to war planners",0
